안전인증번호,인증업체코드,업체명,인증업체주소,접수번호,인증서발행일,적용안전기준,인증서상태,모델명,파생모델명,인증품목명,인증구분,제조국가
ABA71-H011-20001,920040021,그린엘리베이터,경기도 평택시 오성면 오성산단로 36-19,C400020210119004,2021-05-27,승강기안전기준 별표 22,회수,GREL-M-1.0,GREL-M-2.0,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19003,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210413003,2021-05-31,(종전)「승강기 안전검사기준」별표 1,회수,WBSS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H008-20001,919930250,한진엘리베이터,경기도 김포시 대곶면 종생로 78-39,C400020210119003,2021-05-31,승강기안전기준 별표 22,회수,HJH-817,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA76-H002-20001,919971145,신우프론티어,경기도 수원시 권선구 산업로 156번길 171-34,C400020210401001,2021-05-31,승강기안전기준 별표 26,회수,SWL5,,휠체어리프트 > 유압식 수직형휠체어리프트 > 일반형,모델,한국
ABA71-H012-20001,920120036,이앤케이,"서울특별시 영등포구 버드나루로14가길 11, 1층(당산동)",C400020210527016,2021-06-01,승강기안전기준 별표 22,회수,ENK-MPEN-P17,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-M005-21002,919990027,성광엘리베이터,경상남도 함안군 산인면 신산로 45,C400020201113040,2021-06-07,승강기안전기준 별표 22,회수,EXID-I,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K002-20001,920100006,에치엠엘리베이터,충청남도 당진시 시곡로 312(시곡동),C400020210520001,2021-06-09,승강기안전기준 별표 22,회수,HM-MR-SI,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-M001-19001,920080056,누리엔지엔지니어링,경상남도 거창군 남상면 승강기길 66-33,C400020210604002,2021-06-09,승강기안전기준 별표 22,반납,NETIS MOR,NETIS MRL,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-M001-21001,920080056,누리엔지엔지니어링,경상남도 거창군 남상면 승강기길 66-33,C400020210604001,2021-06-09,승강기안전기준 별표 22,반납,NETIS MMR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D003-21003,920020007,한국미쓰비시엘리베이터,서울특별시 영등포구 국회대로 76길 22(여의도동),C400020201204022,2021-06-14,승강기안전기준 별표 22,반납,K-MR-L,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-20002,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210428020,2021-06-14,승강기안전기준 별표 22,회수,WBHS-GX,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19003,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210526039,2021-06-14,(종전)「승강기 안전검사기준」별표 1,회수,GL1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-M002-19001,919961041,모든엘리베이터,경상남도 거창군 남상면 일반산업길 241,C400020210506005,2021-06-15,승강기안전기준 별표 22,회수,G ELEVATOR,G6 ELEVATOR,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-M002-19002,919961041,모든엘리베이터,경상남도 거창군 남상면 일반산업길 241,C400020210511001,2021-06-15,승강기안전기준 별표 22,회수,G1 ELEVATOR,G2 ELEVATOR,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-J004-21001,919930156,대오정공,충청북도 음성군 대소면 소석리 38,C400020210524020,2021-06-16,승강기안전기준 별표 22,회수,SKYDREAM,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-O001-20004,919950927,대명엘리베이터,전라남도 장성군 동화면 용정기산길 28,C400020210304029,2021-06-16,승강기안전기준 별표 22,회수,LALUZ-TS,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H005-20003,920040006,새한엘리베이터,"서울특별시 금천구 디지털로 130(가산동, 남성프라자)",C400020210603016,2021-06-21,승강기안전기준 별표 22,회수,SSM-826,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19002,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210413037,2021-06-22,(종전)「승강기 안전검사기준」별표 1,회수,WBLX(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-21001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210428019,2021-06-22,승강기안전기준 별표 22,회수,WBHSS-GY,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H011-21001,920040021,그린엘리베이터,경기도 평택시 오성면 오성산단로 36-19,C400020210611001,2021-06-23,승강기안전기준 별표 22,회수,GREL-MMR-1.0,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA73-R002-21001,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210419013,2021-06-29,승강기안전기준 별표 24,회수,XO21NP,,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA71-D001-20002,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210518300,2021-06-30,승강기안전기준 별표 22,회수,ACD4 MRL GU1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-20003,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210609024,2021-06-30,승강기안전기준 별표 22,회수,ACD4 MR EXT DS4,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-O001-20002,919950927,대명엘리베이터,전라남도 장성군 동화면 용정기산길 28,C400020210629005,2021-06-30,승강기안전기준 별표 22,회수,ORMI-0933,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H017-21001,920170051,우주공업사,경기도 포천시 내촌면 금강로2018번길 43,C400020210629001,2021-07-02,승강기안전기준 별표 22,회수,MWJ11,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H017-21002,920170051,우주공업사,경기도 포천시 내촌면 금강로2018번길 43,C400020210629002,2021-07-02,승강기안전기준 별표 22,반납,MWJ70,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D002-19002,919920056,후지테크코리아,인천광역시 남동구 호구포로 151,C400020210412003,2021-07-06,승강기안전기준 별표 22,회수,FP17XFM55A12-12A,FP17XNUMEN,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D002-20001,919920056,후지테크코리아,인천광역시 남동구 호구포로 151,C400020210412004,2021-07-06,승강기안전기준 별표 22,회수,FP17XFM35A09-11B,FP17XNUMEN5,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-I001-21001,920080024,동양산전,강원도 강릉시 산양길 48 (포남동),C400020210317029,2021-07-07,승강기안전기준 별표 22,회수,DYSJ-MR-1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-20010,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210609003,2021-07-08,(종전)「승강기 안전검사기준」별표 1,반납,SUVF(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H008-20002,919930250,한진엘리베이터,경기도 김포시 대곶면 종생로 78-39,C400020210406037,2021-07-08,승강기안전기준 별표 22,회수,HJM-817,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210701018,2021-07-09,승강기안전기준 별표 22,회수,WBSS-GY-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19005,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210701016,2021-07-09,승강기안전기준 별표 22,회수,WBLX-GT-3,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19006,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210701014,2021-07-09,승강기안전기준 별표 22,반납,WBLX-GX-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-20004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210701008,2021-07-09,승강기안전기준 별표 22,회수,WBSS-GY-1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H011-20001,920040021,그린엘리베이터,경기도 평택시 오성면 오성산단로 36-19,C400020210712072,2021-07-13,승강기안전기준 별표 22,회수,GREL-M-1.0,GREL-M-2.0,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H011-21001,920040021,그린엘리베이터,경기도 평택시 오성면 오성산단로 36-19,C400020210712071,2021-07-13,승강기안전기준 별표 22,회수,GREL-MMR-1.0,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H017-21001,920170051,우주공업사,경기도 포천시 내촌면 금강로2018번길 43,C400020210707008,2021-07-13,승강기안전기준 별표 22,회수,MWJ11,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H012-20001,920120036,이앤케이,"서울특별시 영등포구 버드나루로14가길 11, 1층(당산동)",C400020210715004,2021-07-22,승강기안전기준 별표 22,회수,ENK-MPEN-P17,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-M001-19001,920080056,누리엔지엔지니어링,경상남도 거창군 남상면 승강기길 66-33,C400020210714015,2021-07-22,승강기안전기준 별표 22,반납,NETIS MOR,NETIS MRL,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-M001-21001,920080056,누리엔지엔지니어링,경상남도 거창군 남상면 승강기길 66-33,C400020210714014,2021-07-22,승강기안전기준 별표 22,반납,NETIS MMR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19004,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210712302,2021-07-27,(종전)「승강기 안전검사기준」별표 1,회수,ACD4 MRL_GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19006,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210712300,2021-07-27,승강기안전기준 별표 22,회수,ACD5 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19008,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210712301,2021-07-27,승강기안전기준 별표 22,회수,ACD4 MR GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-I001-21001,920080024,동양산전,강원도 강릉시 산양길 48 (포남동),C400020210722002,2021-07-30,승강기안전기준 별표 22,회수,DYSJ-MR-1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-19005,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210802300,2021-08-02,(종전)「승강기 안전검사기준」별표 1,회수,ACD5 MR_GM1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H007-20001,920020121,명원엘리베이터,경기도 파주시 파평면 파평산로 407번길 6-17,C400020210716002,2021-08-03,승강기안전기준 별표 22,반납,MW-MRL-1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H007-20002,920020121,명원엘리베이터,경기도 파주시 파평면 파평산로 407번길 6-17,C400020210716001,2021-08-03,승강기안전기준 별표 22,회수,MW-MR-1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H007-20003,920020121,명원엘리베이터,경기도 파주시 파평면 파평산로 407번길 6-17,C400020210716003,2021-08-03,승강기안전기준 별표 22,회수,MW-MRL-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H016-21001,920170020,명신엘리베이터,경기도 파주시 파평면 파평산로407번길 6-27,C400020210715023,2021-08-05,승강기안전기준 별표 22,반납,MSMRL-1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19001,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701301,2021-08-05,(종전)「승강기 안전검사기준」별표 1,반납,Enta,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19002,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701307,2021-08-05,(종전)「승강기 안전검사기준」별표 1,회수,Elexess2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19003,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701305,2021-08-05,(종전)「승강기 안전검사기준」별표 1,회수,GL1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19004,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701300,2021-08-05,(종전)「승강기 안전검사기준」별표 1,반납,Enta200소형,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19006,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701302,2021-08-05,(종전)「승강기 안전검사기준」별표 1,회수,Evo1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19007,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701303,2021-08-05,(종전)「승강기 안전검사기준」별표 1,반납,Evo2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19008,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701310,2021-08-05,승강기안전기준 별표 22,회수,ENTA-A,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19009,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701311,2021-08-05,승강기안전기준 별표 22,반납,ENTA-B,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19011,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701318,2021-08-05,승강기안전기준 별표 22,반납,META-R2-D,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19012,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701314,2021-08-05,승강기안전기준 별표 22,회수,META-L1-D,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19014,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701306,2021-08-05,(종전)「승강기 안전검사기준」별표 1,회수,GL1(MHC2),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19015,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701315,2021-08-05,승강기안전기준 별표 22,반납,META-R1-A,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19016,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701316,2021-08-05,승강기안전기준 별표 22,반납,META-R2-A,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-20001,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701312,2021-08-05,승강기안전기준 별표 22,반납,ENTA-C,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-20002,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701313,2021-08-05,승강기안전기준 별표 22,반납,ENTA-D,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-20003,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701319,2021-08-05,승강기안전기준 별표 22,반납,META-R2-E,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-20004,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210517012,2021-08-05,승강기안전기준 별표 22,반납,META-L1-B,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-20005,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701304,2021-08-05,(종전)「승강기 안전검사기준」별표 1,회수,Evo1(MHC2),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-20006,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701309,2021-08-05,(종전)「승강기 안전검사기준」별표 1,회수,TK-50L,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-20007,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701317,2021-08-05,승강기안전기준 별표 22,반납,META-R2-C,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-20008,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701320,2021-08-05,승강기안전기준 별표 22,회수,ZETA1-C,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-21001,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210701308,2021-08-05,(종전)「승강기 안전검사기준」별표 1,회수,Elexess2(EX),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19001,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210709025,2021-08-06,(종전)「승강기 안전검사기준」별표 1,회수,WBHS(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H005-20001,920040006,새한엘리베이터,"서울특별시 금천구 디지털로 130(가산동, 남성프라자)",C400020210730033,2021-08-09,승강기안전기준 별표 22,회수,SSL-817,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H005-20002,920040006,새한엘리베이터,"서울특별시 금천구 디지털로 130(가산동, 남성프라자)",C400020210730035,2021-08-09,승강기안전기준 별표 22,회수,SSL-1826,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H005-20003,920040006,새한엘리베이터,"서울특별시 금천구 디지털로 130(가산동, 남성프라자)",C400020210730034,2021-08-09,승강기안전기준 별표 22,회수,SSM-826,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H019-21001,920190060,한국승강기,경기도 김포시 승가로 37-40 (풍무동),C400020210216013,2021-08-10,승강기안전기준 별표 22,반납,HK-MRL-8-17,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-O001-20001,919950927,대명엘리베이터,전라남도 장성군 동화면 용정기산길 28,C400020200811004,2021-08-11,승강기안전기준 별표 22,회수,LALUZ-0817,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-O001-20003,919950927,대명엘리베이터,전라남도 장성군 동화면 용정기산길 28,C400020210811003,2021-08-11,승강기안전기준 별표 22,반납,BAJO-0508,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-O001-20004,919950927,대명엘리베이터,전라남도 장성군 동화면 용정기산길 28,C400020210811002,2021-08-11,승강기안전기준 별표 22,회수,LALUZ-TS,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-O002-21002,920020076,삼성엘리베이터,전남 순천시 서면 백강로 801,C400020210609026,2021-08-12,승강기안전기준 별표 22,회수,SSEL-MR-P0,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-J002-21001,920180060,다원엘리베이터,충청북도 청주시 오창읍 원리1길 19,C400020210629004,2021-08-17,승강기안전기준 별표 22,회수,DAWON-MRL,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-I001-20001,920080024,동양산전,강원도 강릉시 산양길 48 (포남동),C400020210817012,2021-08-25,승강기안전기준 별표 22,회수,DYSJ-MRL,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-I001-20002,920080024,동양산전,강원도 강릉시 산양길 48 (포남동),C400020210817013,2021-08-25,승강기안전기준 별표 22,회수,DYSJ-MR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-I001-21001,920080024,동양산전,강원도 강릉시 산양길 48 (포남동),C400020210817014,2021-08-25,승강기안전기준 별표 22,회수,DYSJ-MR-1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H013-20001,920040022,문앤썬엘리베이터,경기도 안산시 단원구 산단로 288 (원시동) 768-12,C400020210810002,2021-08-31,승강기안전기준 별표 22,회수,MSML17,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H013-20002,920040022,문앤썬엘리베이터,경기도 안산시 단원구 산단로 288 (원시동) 768-12,C400020210810001,2021-08-31,승강기안전기준 별표 22,회수,MSMR26,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H020-21001,920090053,케이이에스,"경기도 김포시 대곶면 율생중앙로205번길 104, 가,나,다,라,마동",C400020210409014,2021-08-31,승강기안전기준 별표 22,회수,KES-MRL,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D003-21002,920020007,한국미쓰비시엘리베이터,서울특별시 영등포구 국회대로 76길 22(여의도동),C400020210730001,2021-09-01,승강기안전기준 별표 22,반납,K-MRL-KL,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19004,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210722004,2021-09-01,승강기안전기준 별표 22,회수,WBSS-GY-2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D003-20002,920020007,한국미쓰비시엘리베이터,서울특별시 영등포구 국회대로 76길 22(여의도동),C400020210730002,2021-09-02,승강기안전기준 별표 22,회수,K-NP-MRL-P1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D003-20007,920020007,한국미쓰비시엘리베이터,서울특별시 영등포구 국회대로 76길 22(여의도동),C400020210730003,2021-09-02,승강기안전기준 별표 22,회수,K-NP-MR-P1K,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D003-21004,920020007,한국미쓰비시엘리베이터,서울특별시 영등포구 국회대로 76길 22(여의도동),C400020210602007,2021-09-02,승강기안전기준 별표 22,회수,K-5M-MR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H011-20001,920040021,그린엘리베이터,경기도 평택시 오성면 오성산단로 36-19,C400020210825031,2021-09-02,승강기안전기준 별표 22,회수,GREL-M-1.0,GREL-M-2.0,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H011-21001,920040021,그린엘리베이터,경기도 평택시 오성면 오성산단로 36-19,C400020210825032,2021-09-02,승강기안전기준 별표 22,회수,GREL-MMR-1.0,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA73-R002-21001,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210811034,2021-09-06,승강기안전기준 별표 24,회수,XO21NP,,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA71-H015-20001,919981611,한테크,경기도 광명시 광명로 770,C400020210504001,2021-09-06,승강기안전기준 별표 22,회수,HTEL-P17,HTEL-P33,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19010,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210517011,2021-09-06,승강기안전기준 별표 22,회수,META-R2-B,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H004-19001,920110048,대한특수승강기,경기도 광주시 오포읍 오포로 610,C400020210830003,2021-09-08,승강기안전기준 별표 22,반납,DH-MP,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H018-21002,919961106,광진엔지니어링,경기도 김포시 월곶면 김포대로 2709-11,C400020210608007,2021-09-08,승강기안전기준 별표 22,반납,GJ-MR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-J001-20001,920190007,동양에레베이터, 충청북도 음성군 대소면 대금로 904,C400020210831001,2021-09-08,승강기안전기준 별표 22,회수,Helios,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA73-R002-21001,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210907016,2021-09-09,승강기안전기준 별표 24,회수,XO21NP,,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA71-D001-19007,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210830303,2021-09-10,승강기안전기준 별표 22,회수,ACD4 MRL GR1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-20001,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210830300,2021-09-10,승강기안전기준 별표 22,회수,ACD4 MR GM2,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-20002,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210830302,2021-09-10,승강기안전기준 별표 22,회수,ACD4 MRL GU1,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-20003,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210830301,2021-09-10,승강기안전기준 별표 22,회수,ACD4 MR EXT DS4,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-D001-21002,919920075,오티스엘리베이터,서울특별시 영등포구 국제금융로 10,C400020210419014,2021-09-10,승강기안전기준 별표 22,회수,ACD5 MRL GR,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA73-R003-21001,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210603014,2021-09-16,승강기안전기준 별표 24,반납,Velino New(FT시리즈),,에스컬레이터 > 에스컬레이터 > 일반형,모델,중국
ABA71-H005-20001,920040006,새한엘리베이터,"서울특별시 금천구 디지털로 130(가산동, 남성프라자)",C400020210909003,2021-09-16,승강기안전기준 별표 22,회수,SSL-817,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H005-20002,920040006,새한엘리베이터,"서울특별시 금천구 디지털로 130(가산동, 남성프라자)",C400020210909004,2021-09-16,승강기안전기준 별표 22,회수,SSL-1826,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H005-20003,920040006,새한엘리베이터,"서울특별시 금천구 디지털로 130(가산동, 남성프라자)",C400020210909005,2021-09-16,승강기안전기준 별표 22,회수,SSM-826,,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-J002-21002,920180060,다원엘리베이터,충청북도 청주시 오창읍 원리1길 19,C400020210629003,2021-09-16,승강기안전기준 별표 22,회수,DAWON-MR,DAWON-MRS,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-K001-19014,919920034,티케이엘리베이터코리아,충청남도 천안시 서북구 입장면 연곡길 235,C400020210826030,2021-09-16,(종전)「승강기 안전검사기준」별표 1,회수,GL1(MHC2),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
ABA71-H001-19002,919920035,현대엘리베이터,경기도 이천시 부발읍 경충대로 2091,C400020210811028,2021-09-24,(종전)「승강기 안전검사기준」별표 1,회수,WBLX(E),,엘리베이터 > 전기식 엘리베이터 > 일반형,모델,한국
